,id,comment_text,severe_toxic
2420,067c5e814e88a56b,fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you u useless bot fuck you,1
2490,06a132e6a70c8fb8,what the fuck is wrong with you people stop critizing us youre writing in opinion fuck stop this maddox is a prick,1
2688,073b0064f3ec42d6,back the fuck off take your  year old ass and buy some fucking webkinz and stop trying to involve yourself in something you dont understand and act like some internet tough guy if i get another post from you ill track down your parents and have a talk with them ,1
2733,07590502f252ba19,eat a dick and fuck off,1
2894,07cec10ca35fe5f8,go to  die son of  bich,1
2937,07f1e0a1c10fcf28,dumb niggaz yall niggas are dumbsean kingston never played biggiei was joking around dumbfucks,1
2945,07f5a42d271d19fe,hey im just tellin like it is you ugly as fuck butt fugly muthafucka,1
3008,081a5f7b052138cf,hey roy  go fukk yourself you gay bichya u heard me  pussy,1
3469,0959d4fdaf74a050,this dude that blocked me is a fucking cock sucker hexachord suck some dick negro,1
3554,098a1772e8557778,hey i thnk that you an asshole you just love to fuck your momk all day bitch  stop fuckinmg her now  got it bitch,1
3708,09e8e8ad3963d537,angry fuck you bitch,1
3908,0a70e5e93b2fcded,you are a fuck head im not a vandal so suck cock ass master  well talk after your done with your mom,1
3919,0a751ed4b4da7890,you are a mindless faggot pig please god burn this fucking maggot to death in hellyou have offended my senses you mindless self important fucking pestthe god that you hate hates you,1
4008,0ab6d9ce8ee20cbf,but hes a bitch who made a comment only a bitch would make ,1
4105,0af52724ffb11d6b,fuck you little bitch the cowboys have no testes,1
4712,0c7c341727488579,do go fuck off bastarddo yyou have a lifego fuck off bastard and yank your cock through your ass i hate you and hope you go away forever lame is you fuck your mom die die die and all that crap this is for mahy mahonerzass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass i ass,1
4738,0c954ebf2fa4c16f,go masturbate yourself on someone elses page you will get no satisfaction from me slut  wikipedia is not the proper place for you to abuse your powers just because youre unsatisfied in life  it aint my fault youre ugly sista,1
4840,0cd29f52aebb4750,yo  you absolute  little  you wanna step up face to face toe to toe you  absolute tiny little  hopeless ,1
4894,0cf5e967ded97d37,so everytime i reset my modem my ip changesfuck you petty sexless ugly ass desperate no life no status in society anal retentive wiki adminsthe site is great but the lower level admins have no life and cant handle the little authority they have it tells you how small and pathetic their lives areif i get blocked ill be on in  seconds with a new ip or the pizza is freecheers,1
4912,0cff83251f6a4cab,you are my bitch i own your ass,1
5275,0e08d36291f714d0,yeahlooking thorough history and stuff get a life you sad little man get off your arse a get a life find better things to do than governing things on wikipedia i bet uou like the smell of your own shit i bet you gargle your own piss i bet you like to wank off to kiddy porn you saddo you fucking saddo fuck off and diiiiiiieeeeeeeee,1
5445,0e85c832cd6f1254,frozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks lion king is the bestfrozen sucks,1
5505,0ea7bdb81d194424,hey fuck you i went to this school and its awesome so fuck you bitch ,1
5523,0eb9c1ca1e5ffaa0,go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself,1
5569,0ee454e997194378,how dare you send me such abuse you fucking cockmasterif you dare warn me again mr jeff i will savagely attack your motheri know where you live,1
5610,0efdedac6cc0a8db,hellomother fucker hijo edputa,1
5771,0f71947f6ef0d127,this user is a fucking douche bag,1
5886,0fbbc798efd81331,fuck you natlie you dumbass cuntbagi have a dynamic ipu cannot ban metough shit aint it cuntso go suck some random ass fuckers cock before i vandalize your entire sitebiotchdont make me come find your ass in ohio i read your wiki entryknock knockyour dumb putting that much personal info out there and calling out trolls withdynamic ip ranges you dumb bitch,1
5892,0fc12ea0cbcfd1a0,go hang yourself youre making garbage edits on wikipedia and you are ruining wikipedia go shoot yourself ngger screw rap music hang yourself and die youre dumb ,1
5973,0ff144ce908dfcba,your a fucking bitch,1
6063,10304d5db5fb5821,n i g g e r f a g g o t,1
